dest room,bill room,date,time,#orders,menu id
restaurant,L21,16-02-19,1:28:00 AM,3,14
L36,L36,16-01-12,1:12:00 PM,1,13
restaurant,S68,16-01-21,7:12:00 AM,1,13
S69,S69,16-01-24,2:53:00 AM,1,2
S126,S126,16-01-07,2:18:00 AM,4,14
restaurant,S127,16-01-08,3:20:00 PM,4,6
restaurant,S133,16-01-08,4:59:00 AM,1,5
restaurant,S134,16-01-07,3:17:00 PM,2,3
restaurant,S135,16-01-10,12:38:00 AM,2,14
restaurant,S59,16-02-25,8:28:00 AM,3,12
restaurant,L44,16-03-10,9:50:00 PM,2,10
L44,L44,16-03-05,11:16:00 AM,3,5
L44,L44,16-03-08,1:16:00 PM,4,5
restaurant,L24,16-02-10,11:04:00 PM,3,4
S62,S62,16-02-26,10:09:00 PM,5,4
restaurant,L25,16-02-09,10:25:00 PM,1,12
restaurant,S78,16-01-16,6:32:00 AM,1,9
S79,S79,16-01-16,4:29:00 AM,3,1
S68,S68,16-03-01,12:41:00 AM,4,3
S69,S69,16-02-29,2:43:00 AM,1,11
restaurant,N116,16-03-22,4:11:00 PM,1,13
restaurant,L39,16-03-28,10:53:00 AM,3,9
restaurant,X22,16-04-04,6:17:00 AM,3,5
L11,L11,16-03-13,10:18:00 AM,4,12
restaurant,L26,16-01-28,2:56:00 AM,1,12
restaurant,L27,16-01-31,2:42:00 AM,4,0
restaurant,L27,16-02-02,6:43:00 PM,3,12
L43,L43,16-03-17,3:10:00 AM,3,10
S74,S74,16-01-20,2:56:00 AM,5,8
S80,S80,16-01-19,9:13:00 PM,1,12
L24,L24,16-03-30,4:45:00 PM,1,13
L24,L24,16-03-28,9:27:00 PM,2,13
restaurant,L45,16-01-17,8:41:00 AM,2,8
X45,X45,16-02-10,7:45:00 AM,3,3
restaurant,X46,16-02-11,1:10:00 AM,4,13
restaurant,L28,16-01-31,8:19:00 AM,4,8
restaurant,L46,16-03-10,6:51:00 AM,4,15
restaurant,L25,16-04-03,5:01:00 PM,3,9
restaurant,L25,16-04-01,1:33:00 PM,4,6
restaurant,L50,16-02-06,7:15:00 PM,4,14
L50,L50,16-02-05,5:09:00 PM,2,12
L26,L26,16-02-06,6:50:00 PM,4,12
restaurant,L26,16-02-08,11:55:00 AM,3,4
S50,S50,16-02-14,3:56:00 PM,3,14
restaurant,S50,16-02-18,11:12:00 PM,2,9
S50,S50,16-02-12,4:22:00 AM,3,1
S51,S51,16-02-19,4:45:00 AM,5,12
restaurant,S51,16-02-14,2:44:00 PM,2,5
S51,S51,16-02-21,12:01:00 PM,4,14
S52,S52,16-02-12,9:54:00 AM,2,3
L44,L44,16-03-13,5:42:00 PM,5,5
L44,L44,16-03-18,12:47:00 AM,4,1
restaurant,L44,16-03-12,3:05:00 PM,1,7
N90,N90,16-01-15,7:34:00 AM,2,2
N91,N91,16-01-16,5:54:00 AM,1,9
N92,N92,16-01-06,4:59:00 PM,4,10
restaurant,L36,16-03-24,7:11:00 PM,3,5
L36,L36,16-03-23,5:56:00 AM,4,6
restaurant,S93,16-03-11,12:10:00 AM,2,9
restaurant,S93,16-03-11,1:11:00 AM,1,15
S95,S95,16-03-15,1:44:00 PM,4,5
S95,S95,16-03-11,1:15:00 PM,5,4
restaurant,S82,16-02-06,10:06:00 AM,5,7
restaurant,S83,16-02-09,3:25:00 PM,2,10
restaurant,S84,16-02-05,9:52:00 PM,4,5
S85,S85,16-02-06,4:26:00 PM,2,0
restaurant,L15,16-03-05,11:48:00 PM,1,14
S26,S26,16-03-10,1:52:00 AM,5,2
S27,S27,16-03-12,7:16:00 AM,5,15
restaurant,X29,16-03-14,7:37:00 PM,3,7
restaurant,L37,16-03-22,7:16:00 AM,1,14
restaurant,L38,16-03-26,5:01:00 PM,5,3
restaurant,X34,16-02-23,7:34:00 AM,2,6
restaurant,L26,16-04-03,6:47:00 PM,2,13
L26,L26,16-03-30,11:36:00 AM,2,7
L39,L39,16-01-25,6:54:00 PM,4,6
restaurant,L39,16-01-24,9:45:00 PM,4,4
restaurant,L40,16-01-23,3:36:00 AM,5,15
restaurant,L40,16-01-22,7:21:00 PM,1,9
restaurant,S73,16-02-01,8:49:00 PM,2,10
S74,S74,16-02-02,3:31:00 AM,1,15
restaurant,L39,16-03-25,1:26:00 PM,2,6
L39,L39,16-03-22,4:09:00 PM,5,5
L39,L39,16-03-25,9:52:00 PM,3,3
restaurant,L37,16-01-14,3:56:00 AM,4,2
L60,L60,16-02-04,12:24:00 PM,4,14
restaurant,L60,16-02-06,12:34:00 AM,4,12
restaurant,L61,16-02-05,3:15:00 PM,1,10
restaurant,L34,16-01-21,6:17:00 AM,1,12
L34,L34,16-01-18,9:12:00 PM,1,12
L34,L34,16-01-18,4:42:00 AM,1,11
restaurant,L28,16-02-05,4:33:00 PM,1,3
restaurant,L28,16-02-05,5:10:00 AM,3,4
restaurant,S45,16-01-06,4:07:00 AM,4,3
restaurant,S46,16-01-06,6:15:00 AM,3,1
restaurant,S47,16-01-06,4:31:00 PM,1,9
S48,S48,16-01-06,11:58:00 PM,2,8
restaurant,S79,16-03-06,2:54:00 AM,5,9
S80,S80,16-03-06,5:37:00 AM,1,3
L35,L35,16-01-19,9:27:00 PM,1,1
restaurant,L35,16-01-14,12:20:00 AM,3,9
restaurant,L35,16-01-16,1:39:00 PM,1,0
restaurant,L15,16-02-02,6:00:00 AM,5,7
restaurant,S84,16-01-14,5:04:00 PM,2,14
restaurant,S85,16-01-13,7:03:00 PM,1,2
restaurant,S120,16-01-16,7:37:00 AM,5,11
restaurant,L27,16-03-25,8:51:00 AM,3,13
restaurant,L27,16-03-30,2:05:00 PM,3,6
restaurant,S50,16-01-02,4:39:00 PM,3,5
restaurant,S52,16-01-07,7:50:00 AM,1,10
S52,S52,16-01-08,9:29:00 AM,3,2
restaurant,S53,16-01-05,10:29:00 AM,4,0
D41,D41,16-03-04,8:24:00 AM,1,10
restaurant,S106,16-02-16,6:56:00 AM,3,12
S107,S107,16-02-13,7:01:00 PM,5,5
restaurant,L41,16-01-22,7:28:00 PM,2,11
S84,S84,16-03-06,1:20:00 PM,1,14
restaurant,S85,16-03-09,7:09:00 PM,4,1
restaurant,S56,16-01-01,1:37:00 PM,3,1
S57,S57,16-01-01,2:24:00 AM,3,2
S57,S57,16-01-01,3:04:00 PM,2,6
S58,S58,16-01-05,9:15:00 AM,4,3
restaurant,S58,16-01-07,1:56:00 PM,4,9
L29,L29,16-01-17,11:24:00 AM,5,9
restaurant,L29,16-01-16,2:47:00 PM,4,14
restaurant,L31,16-01-18,3:35:00 PM,2,10
S134,S134,16-01-17,10:20:00 PM,4,3
S135,S135,16-01-21,3:28:00 AM,1,1
S135,S135,16-01-15,11:52:00 AM,1,5
restaurant,S135,16-01-16,11:18:00 PM,3,15
S136,S136,16-01-12,5:34:00 AM,4,9
L15,L15,16-03-02,9:21:00 PM,5,3
restaurant,L15,16-02-29,12:22:00 PM,3,13
restaurant,L42,16-01-21,5:16:00 AM,4,0
restaurant,L43,16-01-22,1:06:00 AM,4,0
L43,L43,16-01-21,4:34:00 AM,4,4
S86,S86,16-03-07,11:36:00 PM,1,6
restaurant,S86,16-03-08,6:10:00 AM,2,5
restaurant,S77,16-02-02,10:00:00 PM,3,3
restaurant,L35,16-01-06,5:31:00 AM,4,11
restaurant,L35,16-01-10,12:11:00 AM,1,0
L35,L35,16-01-08,12:04:00 AM,4,0
L46,L46,16-03-01,10:13:00 AM,2,0
restaurant,L46,16-02-29,2:19:00 PM,3,11
L46,L46,16-02-27,5:59:00 PM,2,0
L46,L46,16-03-01,9:08:00 PM,1,8
restaurant,L46,16-03-03,9:10:00 AM,5,15
restaurant,L46,16-03-03,7:36:00 PM,2,12
restaurant,L46,16-02-27,6:14:00 PM,2,14
restaurant,L47,16-03-08,4:48:00 PM,3,11
restaurant,L47,16-03-06,3:16:00 AM,2,12
L47,L47,16-02-26,7:31:00 AM,3,13
restaurant,L47,16-03-03,5:20:00 AM,2,10
L47,L47,16-03-08,9:16:00 PM,3,1
L47,L47,16-03-02,8:36:00 AM,4,15
L15,L15,16-02-27,10:20:00 PM,1,1
restaurant,L40,16-03-26,8:10:00 PM,3,3
restaurant,L40,16-03-25,6:40:00 AM,2,8
restaurant,L40,16-03-30,3:52:00 PM,4,8
L40,L40,16-03-26,8:23:00 PM,3,7
restaurant,L41,16-03-29,10:51:00 AM,2,7
restaurant,L41,16-03-28,4:37:00 PM,2,15
X50,X50,16-03-24,2:21:00 AM,3,9
restaurant,X51,16-03-23,6:03:00 AM,4,8
L28,L28,16-03-30,5:34:00 AM,1,2
restaurant,L28,16-04-01,7:49:00 PM,4,15
L28,L28,16-04-03,8:53:00 PM,5,14
restaurant,L28,16-03-29,7:32:00 AM,3,10
restaurant,L28,16-03-28,10:22:00 AM,3,4
L45,L45,16-03-15,11:33:00 PM,4,2
restaurant,L5,16-01-05,6:33:00 AM,1,14
restaurant,S97,16-03-21,3:57:00 AM,4,15
restaurant,S98,16-03-21,2:01:00 PM,1,6
S46,S46,16-03-30,3:31:00 AM,4,10
restaurant,S46,16-04-03,6:42:00 PM,5,4
N85,N85,16-01-07,5:14:00 PM,5,3
restaurant,N122,16-03-12,3:37:00 AM,2,5
restaurant,S77,16-01-23,6:48:00 AM,3,6
restaurant,S78,16-01-23,6:13:00 AM,4,4
restaurant,S78,16-01-29,11:12:00 PM,1,3
restaurant,S81,16-01-31,4:43:00 AM,4,6
restaurant,S53,16-02-16,7:25:00 AM,1,9
L45,L45,16-01-22,11:34:00 AM,2,2
restaurant,L45,16-01-25,4:49:00 PM,2,10
L45,L45,16-01-22,11:06:00 AM,4,14
L46,L46,16-01-25,7:54:00 AM,4,7
S88,S88,16-03-02,1:24:00 PM,3,13
restaurant,S89,16-03-01,2:42:00 PM,1,14
restaurant,S90,16-03-01,7:26:00 AM,1,5
restaurant,S90,16-03-01,7:46:00 PM,4,2
restaurant,S91,16-03-08,4:15:00 PM,5,4
S91,S91,16-03-03,3:01:00 AM,1,13
restaurant,S67,16-02-25,12:30:00 AM,2,15
restaurant,L32,16-02-25,7:26:00 PM,3,9
restaurant,L32,16-02-24,4:15:00 PM,2,5
L32,L32,16-02-24,11:06:00 PM,3,14
restaurant,L33,16-02-24,1:51:00 PM,1,9
L23,L23,16-01-04,5:04:00 AM,5,12
restaurant,L53,16-02-24,9:29:00 PM,2,13
L53,L53,16-02-24,7:11:00 AM,5,13
restaurant,N62,16-01-31,6:50:00 PM,2,14
S117,S117,16-03-24,1:22:00 PM,4,14
restaurant,S50,16-03-27,2:16:00 PM,1,2
restaurant,S90,16-02-11,5:52:00 AM,2,9
restaurant,S91,16-02-08,7:28:00 AM,1,6
S91,S91,16-02-09,3:47:00 PM,4,9
restaurant,N64,16-01-24,11:09:00 AM,4,1
N65,N65,16-01-17,8:11:00 AM,3,12
L30,L30,16-02-11,10:12:00 PM,1,12
L30,L30,16-02-07,6:34:00 PM,5,7
restaurant,L30,16-02-13,7:07:00 PM,3,1
L30,L30,16-02-13,2:04:00 PM,5,1
restaurant,L30,16-02-13,4:18:00 AM,1,12
restaurant,S92,16-03-06,5:01:00 PM,4,13
restaurant,S93,16-03-10,4:40:00 PM,3,12
S95,S95,16-03-04,11:22:00 AM,3,15
S96,S96,16-03-05,10:02:00 PM,1,12
restaurant,L37,16-01-08,6:29:00 PM,2,10
restaurant,L37,16-01-11,1:58:00 PM,5,12
L37,L37,16-01-10,4:41:00 AM,5,2
L43,L43,16-01-08,3:16:00 PM,4,2
restaurant,L43,16-01-09,11:58:00 PM,5,6
restaurant,S52,16-04-02,4:02:00 PM,2,3
S52,S52,16-03-30,12:26:00 AM,4,4
restaurant,S53,16-04-04,4:27:00 PM,4,8
restaurant,S54,16-04-02,11:47:00 AM,4,11
restaurant,S54,16-03-29,2:44:00 AM,3,5
S55,S55,16-03-31,11:23:00 AM,3,3
L47,L47,16-01-22,10:46:00 PM,3,11
L47,L47,16-01-18,5:48:00 AM,4,5
restaurant,L34,16-02-22,7:00:00 PM,5,6
restaurant,L34,16-02-26,7:05:00 PM,2,5
restaurant,S84,16-03-01,12:00:00 AM,3,8
restaurant,S94,16-02-28,12:55:00 PM,4,0
restaurant,S95,16-02-28,3:49:00 AM,5,15
restaurant,S96,16-03-01,8:39:00 PM,4,5
L38,L38,16-01-21,4:08:00 PM,3,5
restaurant,L45,16-03-28,4:31:00 AM,1,5
restaurant,S92,16-02-09,7:09:00 AM,3,13
S92,S92,16-02-09,5:14:00 PM,2,10
restaurant,S93,16-02-07,3:16:00 PM,3,3
restaurant,S93,16-02-16,2:47:00 PM,1,2
S93,S93,16-02-16,6:20:00 PM,2,10
L26,L26,16-02-18,1:45:00 PM,4,14
restaurant,L26,16-02-18,11:32:00 PM,3,9
restaurant,L14,16-02-14,8:54:00 PM,1,2
restaurant,S95,16-02-13,10:37:00 PM,4,7
restaurant,S95,16-02-07,10:47:00 PM,5,11
S96,S96,16-02-12,11:44:00 PM,4,14
restaurant,S56,16-03-29,6:47:00 PM,1,12
S57,S57,16-03-26,5:21:00 PM,2,0
S58,S58,16-03-30,1:48:00 PM,5,8
S74,S74,16-02-20,6:18:00 AM,1,15
restaurant,S118,16-03-22,12:20:00 PM,2,4
S119,S119,16-03-23,3:37:00 AM,1,7
restaurant,S120,16-03-21,9:51:00 AM,3,5
S123,S123,16-03-24,2:07:00 PM,5,5
restaurant,S124,16-03-22,4:52:00 PM,5,2
restaurant,L48,16-01-22,9:38:00 AM,4,1
restaurant,L48,16-01-25,8:15:00 PM,4,7
restaurant,L49,16-01-23,2:20:00 AM,5,0
restaurant,L49,16-01-24,1:10:00 PM,5,11
restaurant,S89,16-01-31,9:56:00 AM,5,4
restaurant,S91,16-01-29,5:25:00 PM,2,11
restaurant,L39,16-01-10,12:01:00 AM,5,0
restaurant,L41,16-01-20,9:08:00 PM,2,15
restaurant,L32,16-01-18,3:56:00 AM,5,13
restaurant,L32,16-01-18,9:42:00 AM,1,11
S150,S150,16-01-10,10:34:00 PM,5,9
restaurant,S97,16-02-10,2:17:00 PM,1,5
restaurant,L40,16-03-14,9:28:00 PM,2,15
restaurant,L45,16-03-25,2:30:00 AM,5,4
L23,L23,16-01-09,9:39:00 AM,4,7
L23,L23,16-01-06,2:54:00 PM,2,7
L26,L26,16-01-08,10:50:00 PM,2,0
S109,S109,16-02-11,3:51:00 PM,1,0
restaurant,S110,16-02-11,8:19:00 AM,5,11
S110,S110,16-02-12,5:37:00 AM,2,11
restaurant,S111,16-02-10,3:54:00 AM,2,11
S111,S111,16-02-14,6:03:00 AM,5,9
restaurant,L50,16-01-24,6:02:00 PM,1,1
restaurant,L51,16-01-23,11:02:00 AM,4,10
restaurant,S159,16-03-29,4:22:00 PM,1,9
S159,S159,16-03-24,10:07:00 AM,3,7
restaurant,S160,16-03-26,9:58:00 PM,3,5
restaurant,S160,16-03-30,5:20:00 AM,1,14
restaurant,S100,16-03-18,6:19:00 PM,2,15
S103,S103,16-03-16,3:02:00 PM,1,13
restaurant,S104,16-03-12,6:13:00 PM,3,8
S92,S92,16-01-28,8:13:00 PM,2,15
S59,S59,16-01-10,7:57:00 PM,2,13
S59,S59,16-01-07,9:59:00 AM,4,4
S60,S60,16-01-09,5:42:00 AM,3,2
restaurant,S60,16-01-10,12:21:00 PM,4,14
S61,S61,16-01-06,11:36:00 PM,5,7
S61,S61,16-01-09,2:54:00 AM,4,2
L45,L45,16-03-17,1:27:00 AM,2,4
S62,S62,16-01-01,6:18:00 AM,4,15
restaurant,L31,16-02-14,1:21:00 AM,5,9
restaurant,L31,16-02-05,10:48:00 AM,4,4
L31,L31,16-02-13,2:39:00 AM,1,15
L31,L31,16-02-15,2:50:00 PM,4,8
restaurant,L31,16-02-13,5:08:00 AM,4,14
restaurant,L32,16-02-16,9:28:00 PM,2,2
L32,L32,16-02-15,1:12:00 PM,5,4
restaurant,L32,16-02-03,7:09:00 AM,2,7
L32,L32,16-02-12,4:01:00 AM,1,11
restaurant,L32,16-02-03,3:08:00 PM,5,6
L32,L32,16-02-18,12:32:00 PM,2,11
L32,L32,16-02-18,3:11:00 PM,2,2
restaurant,L32,16-02-12,2:48:00 PM,3,1
restaurant,L32,16-02-10,5:24:00 AM,2,12
L32,L32,16-02-09,4:33:00 AM,4,5
restaurant,L32,16-02-07,6:12:00 AM,3,9
restaurant,L32,16-02-02,4:07:00 PM,2,11
S86,S86,16-01-23,4:00:00 AM,4,14
S106,S106,16-03-14,8:49:00 PM,3,2
restaurant,S106,16-03-14,3:57:00 AM,3,13
S107,S107,16-03-15,11:23:00 PM,3,0
S107,S107,16-03-14,2:52:00 PM,1,3
restaurant,S55,16-02-20,4:12:00 AM,2,7
L47,L47,16-01-07,8:52:00 AM,1,15
L47,L47,16-01-07,8:05:00 PM,3,12
L47,L47,16-01-06,10:48:00 AM,3,5
S102,S102,16-02-07,3:40:00 AM,4,13
restaurant,L28,16-02-17,9:55:00 PM,2,13
restaurant,L28,16-02-17,7:07:00 PM,3,8
restaurant,L35,16-02-25,12:45:00 AM,3,12
restaurant,L36,16-02-27,9:21:00 PM,4,10
restaurant,L36,16-02-27,7:39:00 PM,1,13
L25,L25,16-01-03,3:17:00 PM,5,3
restaurant,L25,16-01-07,10:28:00 PM,5,13
restaurant,L33,16-01-29,3:43:00 AM,1,1
restaurant,L52,16-01-23,4:24:00 AM,3,6
L52,L52,16-01-24,7:57:00 AM,5,11
restaurant,L53,16-01-23,11:23:00 PM,2,4
L53,L53,16-01-22,6:30:00 PM,1,2
restaurant,L48,16-03-17,6:25:00 PM,5,5
restaurant,N92,16-03-29,4:25:00 AM,4,0
restaurant,N93,16-03-22,4:51:00 PM,2,5
restaurant,N94,16-03-22,10:34:00 PM,5,7
N95,N95,16-03-28,12:33:00 PM,5,9
restaurant,S138,16-01-14,4:49:00 PM,3,2
restaurant,S139,16-01-10,3:19:00 PM,3,7
restaurant,L25,16-03-20,6:47:00 PM,3,14
L25,L25,16-03-20,5:02:00 AM,3,3
restaurant,L16,16-02-15,2:07:00 AM,5,0
L18,L18,16-02-14,9:53:00 AM,4,11
restaurant,S127,16-03-24,10:38:00 AM,3,6
restaurant,S128,16-03-23,11:05:00 PM,5,14
restaurant,S129,16-03-22,1:11:00 PM,4,8
restaurant,L54,16-01-25,5:40:00 PM,3,8
L54,L54,16-01-22,11:47:00 AM,4,3
L54,L54,16-01-22,7:12:00 PM,3,8
restaurant,L29,16-02-16,10:53:00 PM,3,15
L29,L29,16-02-16,5:17:00 PM,5,2
restaurant,L29,16-02-12,3:41:00 AM,5,9
restaurant,L29,16-02-16,11:47:00 PM,3,9
restaurant,L29,16-02-13,7:54:00 AM,3,4
restaurant,S141,16-01-12,8:19:00 AM,2,11
S142,S142,16-01-12,12:47:00 AM,1,7
restaurant,S143,16-01-20,3:36:00 AM,4,8
S143,S143,16-01-17,11:59:00 AM,4,15
S144,S144,16-01-19,6:58:00 PM,3,11
L35,L35,16-02-21,5:22:00 PM,1,12
S87,S87,16-01-23,5:57:00 PM,3,9
S88,S88,16-01-23,6:44:00 PM,1,6
restaurant,S89,16-01-26,1:43:00 AM,1,0
S90,S90,16-01-26,10:00:00 AM,1,15
S58,S58,16-02-17,2:29:00 PM,1,15
restaurant,S59,16-02-22,2:10:00 PM,5,0
restaurant,S59,16-02-20,7:33:00 AM,2,6
restaurant,S60,16-02-22,8:25:00 AM,5,14
S73,S73,16-03-03,12:37:00 PM,4,6
restaurant,X50,16-02-15,9:25:00 AM,2,15
X51,X51,16-02-14,3:23:00 AM,4,11
restaurant,L31,16-03-30,6:17:00 AM,1,10
L31,L31,16-03-31,8:55:00 PM,2,8
restaurant,S83,16-01-19,5:17:00 AM,4,5
S88,S88,16-01-19,4:17:00 AM,3,2
S61,S61,16-04-01,5:44:00 AM,2,14
restaurant,S62,16-03-30,5:05:00 PM,2,11
restaurant,S62,16-03-30,4:03:00 AM,4,9
restaurant,S62,16-03-25,12:40:00 PM,5,2
restaurant,X40,16-02-20,9:51:00 AM,1,12
L38,L38,16-02-28,2:03:00 PM,3,10
restaurant,L38,16-02-24,3:02:00 PM,5,4
restaurant,L39,16-02-24,6:09:00 PM,5,8
restaurant,L39,16-02-25,6:06:00 AM,1,13
S101,S101,16-03-12,10:01:00 PM,3,3
D53,D53,16-03-27,2:18:00 PM,3,10
L40,L40,16-02-24,8:06:00 AM,3,3
restaurant,S92,16-01-23,10:16:00 PM,3,1
S93,S93,16-01-20,9:35:00 AM,4,14
S61,S61,16-02-22,1:03:00 AM,5,5
restaurant,S63,16-02-20,5:58:00 AM,2,7
restaurant,S63,16-02-21,5:41:00 PM,2,1
restaurant,L16,16-03-03,5:30:00 AM,4,13
restaurant,L16,16-03-03,4:14:00 AM,4,2
restaurant,L16,16-03-04,6:12:00 AM,4,9
L16,L16,16-02-27,7:22:00 PM,4,7
restaurant,L16,16-02-28,4:31:00 PM,1,14
restaurant,L16,16-03-06,11:03:00 PM,4,8
L16,L16,16-03-04,2:22:00 PM,4,15
restaurant,L30,16-02-18,6:50:00 PM,2,11
restaurant,L28,16-01-29,11:42:00 PM,3,13
L28,L28,16-01-28,3:32:00 PM,3,3
restaurant,L32,16-01-29,8:51:00 AM,1,6
L32,L32,16-01-29,2:54:00 AM,2,10
restaurant,S62,16-02-03,7:27:00 AM,4,5
restaurant,S73,16-02-02,9:29:00 AM,2,12
S74,S74,16-02-03,3:47:00 AM,5,2
restaurant,S63,16-03-30,6:15:00 AM,4,7
restaurant,S63,16-04-02,12:32:00 AM,3,10
S67,S67,16-04-02,11:06:00 AM,2,5
S67,S67,16-03-30,12:40:00 AM,1,0
restaurant,S122,16-01-13,1:15:00 PM,1,10
restaurant,S123,16-01-16,4:15:00 PM,5,6
restaurant,L34,16-02-04,7:25:00 AM,3,0
restaurant,L34,16-02-04,8:21:00 PM,4,6
L34,L34,16-02-05,3:53:00 PM,5,7
restaurant,L34,16-02-09,11:14:00 PM,3,12
L34,L34,16-02-07,7:51:00 AM,4,2
L16,L16,16-01-02,2:23:00 PM,5,6
restaurant,L42,16-03-22,12:08:00 PM,5,12
L48,L48,16-03-11,3:54:00 PM,2,8
D48,D48,16-01-23,2:55:00 PM,2,7
restaurant,X67,16-01-27,2:44:00 PM,4,4
X68,X68,16-01-25,5:25:00 PM,1,8
X69,X69,16-01-24,8:42:00 AM,3,7
restaurant,S103,16-03-08,10:49:00 PM,1,7
restaurant,S103,16-03-03,10:44:00 PM,3,0
S104,S104,16-03-10,9:28:00 PM,1,7
L44,L44,16-03-25,3:56:00 PM,3,11
restaurant,L61,16-01-14,12:39:00 AM,3,15
restaurant,L35,16-02-08,3:29:00 AM,1,8
restaurant,L35,16-02-10,10:54:00 AM,1,11
restaurant,L36,16-02-06,3:04:00 AM,3,10
S131,S131,16-03-23,12:46:00 AM,5,2
S132,S132,16-03-21,12:55:00 AM,4,4
restaurant,L54,16-02-24,3:05:00 PM,2,14
S134,S134,16-03-25,12:29:00 PM,4,4
restaurant,S135,16-03-25,5:45:00 AM,5,6
S136,S136,16-03-23,3:55:00 AM,1,1
restaurant,S137,16-03-24,4:33:00 PM,2,8
restaurant,S109,16-03-17,7:39:00 PM,1,8
restaurant,S64,16-02-14,11:25:00 PM,3,4
S65,S65,16-02-17,2:18:00 AM,2,2
S66,S66,16-02-14,3:23:00 AM,4,10
restaurant,S67,16-02-18,10:39:00 PM,5,7
restaurant,S106,16-02-06,6:39:00 AM,5,10
S107,S107,16-02-12,3:59:00 AM,2,14
S108,S108,16-02-12,4:33:00 AM,3,12
restaurant,S69,16-02-17,11:45:00 PM,4,1
restaurant,S69,16-02-20,7:38:00 AM,5,10
S70,S70,16-02-23,7:49:00 PM,4,12
restaurant,S70,16-02-18,12:35:00 PM,2,4
L29,L29,16-03-19,10:27:00 PM,1,9
L35,L35,16-03-19,1:49:00 PM,1,14
restaurant,L35,16-03-20,8:13:00 AM,4,4
L46,L46,16-03-21,6:15:00 AM,2,10
restaurant,L27,16-01-10,10:23:00 AM,1,1
restaurant,L28,16-01-04,6:03:00 AM,2,15
L19,L19,16-02-27,1:42:00 PM,2,12
restaurant,L19,16-02-26,10:50:00 AM,2,0
restaurant,S118,16-02-12,8:08:00 PM,1,2
L52,L52,16-03-18,4:01:00 PM,1,1
restaurant,L52,16-03-17,6:24:00 AM,2,4
restaurant,S101,16-03-01,7:18:00 PM,5,8
restaurant,L43,16-01-12,2:14:00 PM,2,4
L43,L43,16-01-14,5:00:00 AM,1,0
L43,L43,16-01-13,12:21:00 PM,4,14
restaurant,S103,16-01-21,1:00:00 PM,4,12
L49,L49,16-01-06,3:07:00 PM,4,1
restaurant,L26,16-02-14,4:24:00 AM,4,2
L26,L26,16-02-14,11:05:00 AM,1,9
restaurant,L32,16-03-27,8:06:00 PM,3,13
restaurant,S138,16-03-23,9:39:00 PM,4,14
L37,L37,16-02-06,3:38:00 PM,1,12
L37,L37,16-02-07,7:02:00 PM,4,8
L34,L34,16-02-19,5:43:00 AM,2,2
restaurant,L56,16-01-19,9:56:00 PM,3,6
restaurant,D63,16-02-03,12:41:00 PM,1,0
S88,S88,16-02-25,3:40:00 AM,2,10
restaurant,S109,16-02-10,1:17:00 AM,3,12
restaurant,S110,16-02-14,8:34:00 PM,3,4
S110,S110,16-02-04,8:42:00 AM,3,7
S110,S110,16-02-08,12:15:00 PM,2,3
restaurant,S111,16-02-08,6:17:00 AM,5,5
restaurant,S111,16-02-09,12:20:00 PM,3,5
S122,S122,16-02-13,7:23:00 PM,2,1
restaurant,L54,16-03-14,12:02:00 AM,2,6
restaurant,L54,16-03-13,3:04:00 PM,2,2
restaurant,L54,16-03-14,11:22:00 AM,4,5
restaurant,L55,16-03-15,7:26:00 AM,4,7
S90,S90,16-01-20,7:03:00 AM,3,13
S95,S95,16-01-19,12:36:00 AM,3,0
restaurant,S95,16-01-20,1:03:00 PM,4,11
restaurant,L19,16-02-02,10:55:00 PM,4,15
L47,L47,16-03-21,10:12:00 PM,4,3
L47,L47,16-03-25,12:45:00 PM,5,2
restaurant,L47,16-03-27,1:23:00 PM,4,6
restaurant,L47,16-03-21,3:14:00 AM,5,4
restaurant,L32,16-03-21,12:36:00 PM,1,3
L48,L48,16-03-28,3:49:00 AM,4,1
L48,L48,16-03-24,10:34:00 AM,1,11
L48,L48,16-03-25,6:54:00 AM,2,1
L48,L48,16-03-25,5:45:00 AM,4,15
restaurant,L48,16-03-25,4:58:00 AM,2,6
restaurant,N87,16-02-14,3:55:00 AM,3,5
restaurant,S145,16-01-10,1:42:00 PM,1,9
restaurant,L30,16-01-03,2:05:00 AM,5,7
S132,S132,16-02-14,7:04:00 AM,4,12
S133,S133,16-02-14,8:21:00 AM,4,2
restaurant,L37,16-01-31,10:51:00 PM,1,2
restaurant,L44,16-01-10,2:14:00 PM,4,11
S71,S71,16-03-30,6:15:00 PM,3,5
restaurant,S72,16-03-31,4:12:00 AM,4,4
S72,S72,16-03-30,10:04:00 PM,3,1
S73,S73,16-04-02,2:38:00 PM,2,4
L25,L25,16-02-04,6:50:00 PM,5,14
restaurant,L36,16-02-18,3:03:00 AM,5,0
restaurant,X55,16-02-10,6:46:00 PM,2,10
L21,L21,16-02-28,11:28:00 AM,5,2
L21,L21,16-03-02,1:38:00 PM,4,1
restaurant,S148,16-01-13,10:51:00 PM,2,13
restaurant,L17,16-03-04,8:03:00 AM,5,5
L33,L33,16-03-30,4:03:00 AM,2,6
L33,L33,16-03-30,5:27:00 PM,3,10
restaurant,L50,16-03-18,6:38:00 AM,5,13
restaurant,L50,16-03-18,5:58:00 PM,5,0
restaurant,L62,16-03-18,2:03:00 PM,4,11
restaurant,L62,16-03-19,9:28:00 AM,2,10
restaurant,S74,16-03-28,11:42:00 AM,5,1
